01.txt:196:talk "俺","「……」"
03.txt:1768:talk "ミオ","「俺は空になったカップ麺の容器をゴミ箱に放り投げ、再びベッドへと潜り込んだ。」"
04.txt:639:talk "ミオ","「ミオは牛めしを一口頬張った。」"
04.txt:641:talk "ミオ","「.....んっ、おいしい！」"
04.txt:643:talk "ミオ","「ミオは水を飲み、牛丼をかき込んだ。」"
04.txt:645:talk "俺","「なかなか美味いっぷりだ」"
04.txt:646:talk "俺","「ミオも俺のマネをし、紅生姜をちょこんと乗っけた。」"
04.txt:648:talk "ミオ","「ミオは紅生姜をただの漬物だと思ってたみたいで、「ゲホッ」と少しむせていた。」"
04.txt:650:talk "ミオ","「ミオは水を飲み、牛丼をかき込んだ。」"
04.txt:652:talk "俺","「なかなか良い食いっぷりだ」"
04.txt:653:talk "俺","「俺はすでに牛丼を食べ終わり、ミオの食いっぷりを眺めている。」"
04.txt:655:talk "ミオ","「行こっか」"
04.txt:656:talk "俺","「忘れもんないか？」"
04.txt:658:talk "ミオ","「無いよ」"
04.txt:659:talk "ミオ","「ミオはカウンターを最後に確認して、出口へと向かった。」"
04.txt:661:talk "ミオ","「よしっ」"
04.txt:665:talk "俺","「美味しかったな」"
04.txt:667:talk "ミオ","「うんっ、そうだね」"
04.txt:668:talk "ミオ","「ミオはパッと顔を輝かせると、割り箸を割って、湯気の立つ牛めしを一口頬張った。」"
04.txt:670:talk "俺","「もっとのんびり食っていいぞ」"
04.txt:672:talk "ミオ","「もう少しで食い終わるっ」"
04.txt:673:talk "ミオ","「ミオは残った紅生姜を口に運び、紙ナプキンで口を拭いた。」"
04.txt:675:talk "俺","「行こっか」"
04.txt:677:talk "ミオ","「うんっ、そうだね」"
04.txt:685:talk "ミオ","「ねえ、本当の幸いってなんだと思う？」"
04.txt:687:talk "俺","「深夜徘徊なんて不良のテンプレみたいだが、ただあてもなく歩いている今のこの現状が、ひどく自由で心地よかった。」"
04.txt:688:talk "俺","「水たまりを避けながら、人気のない岡山駅のロータリー付近をあてもなく歩く。」"
04.txt:689:talk "俺","「聞こえるのは、俺たちの足音と、遠くを走る長距離トラックの微かなエンジン音だけだ。」"
04.txt:695:talk "ミオ","「あ、あった！」"
04.txt:705:talk "俺","「おい、こんな夜中にそれ食うのかよ」"
04.txt:707:talk "ミオ","「夜中に食べるジャンクフードが一番美味しいんだよっ。君、そんなことも知らないの？」"
04.txt:709:talk "俺","「医者に止められてるだろ、絶対」"
04.txt:711:talk "ミオ","「今日は特別なんだよっ！初めて夜中にコンビニ来たしねっ！」"
04.txt:721:talk "俺","「俺は財布を開き、分厚い万札の束から一枚を引き抜いてトレーに置いた。」"
04.txt:723:talk "俺","「一万円からで」"
04.txt:735:talk "ミオ","「いただきまーすっ」"
04.txt:736:talk "ミオ","「ミオはプラスチックのフォークで、ズズッと音を立てて麺をすする。」"
04.txt:737:talk "ミオ","「一泊一万五千円もする清潔な部屋に、ジャンクなシーフードの匂いが充満していく。」"
04.txt:739:talk "俺","「......うまいか？」"
04.txt:741:talk "ミオ","「うんっ！ 最高っ！」"
04.txt:742:talk "ミオ","「ミオは満面の笑みで答える。」"
04.txt:743:talk "俺","「俺も肉まんをかじり、熱いスープを流し込んだ。」"
04.txt:744:talk "俺","「こんなの、親の目を盗んで家で食べる夜食と何も変わらない。」"
04.txt:745:talk "俺","「だけど、親の金で泊まった高級ホテルで、不治の病の幼馴と深夜三時にすするカップ麺の味は、どうしようもないほどの背徳感と、少しの切なさが混ざっていた。」"
04.txt:747:talk "ミオ","「......ねえ」"
04.txt:748:talk "ミオ","「カップ麺のスープを飲み干し、ふうっと息を吐いたミオが、ふいに真顔になって口を開く。」"
04.txt:750:talk "ミオ","「明日さ、どこに行くの？」"
04.txt:752:talk "俺","「......さあな。西に向かう切符でも適当に買うさ」"
04.txt:754:talk "ミオ","「そっか」"
04.txt:755:talk "ミオ","「ミオはそれ以上何も聞かず、ただ小さく頷いた。」"
04.txt:756:talk "ミオ","「窓の外では、いつの間にか雨が完全に上がっているようだった。」"
04.txt:757:talk "ミオ","「どこへ行くかもわからない、終わりの見えない旅。」"
04.txt:758:talk "ミオ","「手元の金が尽きるのが先か、あいつの命が尽きるのが先か。」"
04.txt:759:talk "ミオ","「そんなことは、明日の俺たちに考えさせればいい。」"
04.txt:760:talk "ミオ","「俺は空になったカップ麺の容器をゴミ箱に放り投げ、再びベッドへと潜り込んだ。」"
